Category,Description,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
SQUASH,"SQUASH,SUMMER,SCALLOP,RAW",6,0.0,0.109,18.0,0.0,0.0
SQUASH,"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,WO/SALT",4,0.0,0.085,10.8,0.12,3.5
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW",10,0.0,0.218,17.0,0.12,4.3
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT",56,0.0,0.078,4.6,0.12,4.2
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,UNPREP",10,0.0,0.05,5.3,0.12,4.2
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,WO/SALT",9,0.0,0.045,3.7,0.12,4.2
SQUASH,"SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CND",27,0.0,0.152,2.3,0.0,0.0
SQUASH,"SQUASH,WINTER,ACORN,RAW",18,0.0,0.154,11.0,0.0,0.0
SQUASH,"SQUASH,WNTR,ACORN,CKD,BKD,WO/SALT",21,0.0,0.194,10.8,0.0,0.0
SQUASH,"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT",41,0.0,0.117,6.5,0.0,0.0
SQUASH,"SQUASH,WNTR,BUTTERNUT,RAW",532,0.0,0.154,21.0,1.44,1.1
SQUASH,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT",558,0.0,0.124,15.1,1.29,1.0
SQUASH,"SQUASH,WNTR,BUTTERNUT,FRZ,UNPREP",240,0.0,0.11,6.2,1.85,1.4
SQUASH,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT",167,0.0,0.069,3.5,0.0,0.0
SQUASH,"SQUASH,WINTER,HUBBARD,RAW",68,0.0,0.154,11.0,0.0,0.0
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BKD,WO/SALT",302,0.0,0.172,9.5,0.0,0.0
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,WO/SALT",200,0.0,0.103,6.5,0.12,1.0
SQUASH,"SQUASH,WNTR,SPAGHETTI,RAW",3,0.0,0.101,2.1,0.0,0.0
SQUASH,"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT",6,0.0,0.099,3.5,0.12,0.8
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),RAW",15,0.0,0.13,15.1,0.0,0.0
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT",15,0.0,0.116,8.2,0.0,0.0
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN",7,0.0,0.128,6.4,0.0,0.0
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS",7,0.0,0.049,4.6,0.0,0.0
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),FRZ,UNPREP",13,0.0,0.1,8.5,0.0,0.0
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT",10,0.0,0.095,5.9,0.18,2.7
SWAMP CABBAGE,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW",315,0.0,0.096,55.0,0.0,0.0
SWAMP CABBAGE,"SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT",260,0.0,0.081,16.0,0.0,0.0
SWEET POTATO LEAVES,"SWEET POTATO LEAVES,RAW",51,0.0,0.19,11.0,0.0,0.0
SWEET POTATO LEAVES,"SWEET POTATO LEAVES,CKD,STMD,WO/ SALT",46,0.0,0.16,1.5,0.96,108.6
SWEET POTATO,"SWEET POTATO,RAW,UNPREP",709,0.0,0.209,2.4,0.26,1.8
SWEET POTATO,"SWEET POTATO,CKD,BKD IN SKN,WO/ SALT",961,0.0,0.286,19.6,0.71,2.3
SWEET POTATO,"SWEET POTATO,CKD,BLD,WO/ SKN",787,0.0,0.165,12.8,0.94,2.1
SWEETPOTATO,"SWEETPOTATO,CND,VACUUM PK",399,0.0,0.19,26.4,1.0,2.2
SWEET POTATO,"SWEET POTATO,CND,MSHD",435,0.0,0.235,5.2,1.09,2.4
SWEET POTATO,"SWEET POTATO,FRZ,UNPREP",518,0.0,0.177,13.3,0.0,0.0
SWEET POTATO,"SWEET POTATO,FRZ,CKD,BKD,WO/ SALT",1043,0.0,0.186,9.1,0.77,2.5
TARO,"TARO,RAW",4,0.0,0.283,4.5,2.38,1.0
TARO,"TARO,COOKED,WITHOUT SALT",4,0.0,0.331,5.0,2.93,1.2
TARO LEAVES,"TARO LEAVES,RAW",241,0.0,0.146,52.0,2.02,108.6
TARO LEAVES,"TARO LEAVES,CKD,STMD,WO/SALT",212,0.0,0.072,35.5,0.0,0.0
TARO SHOOTS,"TARO SHOOTS,RAW",3,0.0,0.111,21.0,0.0,0.0
TARO SHOOTS,"TARO SHOOTS,CKD,WO/SALT",3,0.0,0.112,18.9,0.0,0.0
TARO,"TARO,TAHITIAN,RAW",102,0.0,0.116,96.0,0.0,0.0
TARO,"TARO,TAHITIAN,CKD,WO/SALT",88,0.0,0.117,38.0,0.0,0.0
TOMATOES,"TOMATOES,GREEN,RAW",32,0.0,0.081,23.4,0.38,10.1
TOMATOES,"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE",42,0.0,0.08,12.7,0.54,7.9
TOMATOES,"TOMATOES,RED,RIPE,CKD",24,0.0,0.079,22.8,0.56,2.8
TOMATOES,"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC",6,0.0,0.111,9.3,0.68,2.9
TOMATOES,"TOMATOES,RED,RIPE,CND,STWD",9,0.0,0.017,7.9,0.83,2.4
TOMATOES,"TOMATOES,RED,RIPE,CND,W/GRN CHILIES",20,0.0,0.103,6.2,0.0,0.0
TOMATO JUC,"TOMATO JUC,CND,W/SALT",23,0.0,0.111,18.3,0.32,2.3
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED",76,0.0,0.216,21.9,4.3,11.4
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PUREE,WO/SALT",26,0.0,0.126,10.6,1.97,3.4
No Category,TOMATO POWDER,862,0.0,0.457,116.7,12.25,48.8
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU",22,0.0,0.097,7.0,1.42,2.8
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS",48,0.0,0.133,12.4,1.92,3.8
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/ONIONS",43,0.0,0.267,12.7,0.0,0.0
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS",49,0.0,0.019,10.0,0.0,0.0
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY",41,0.0,0.194,13.2,1.18,3.7
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS",40,0.0,0.155,21.5,0.0,0.0
TREE FERN,"TREE FERN,CKD,WO/SALT",10,0.0,0.179,30.0,0.0,0.0
TURNIPS,"TURNIPS,RAW",0,0.0,0.09,21.0,0.03,0.1
TURNIPS,"TURNIPS,CKD,BLD,DRND,WO/SALT",0,0.0,0.067,11.6,0.02,0.1
TURNIPS,"TURNIPS,FROZEN,UNPREPARED",1,0.0,0.048,4.4,0.0,0.0
TURNIPS,"TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT",0,0.0,0.067,3.9,0.02,0.1
TURNIP GREENS,"TURNIP GREENS,RAW",579,0.0,0.263,60.0,2.86,251.0
TURNIP GRNS,"TURNIP GRNS,CKD,BLD,DRND,WO/SALT",381,0.0,0.18,27.4,1.88,367.6
TURNIP GRNS,"TURNIP GRNS,CND,SOL&LIQUIDS",179,0.0,0.037,15.5,0.0,0.0
TURNIP GRNS,"TURNIP GRNS,FRZ,UNPREP",309,0.0,0.1,26.8,0.0,0.0
TURNIP GRNS,"TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",538,0.0,0.067,21.8,2.66,518.9
TURNIP GRNS&TURNIPS,"TURNIP GRNS&TURNIPS,FRZ,UNPREP",305,0.0,0.074,25.8,0.0,0.0
TURNIP GRNS&TURNIPS,"TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT",431,0.0,0.067,18.2,2.13,415.1
VEGETABLE JUC COCKTAIL,"VEGETABLE JUC COCKTAIL,CND",78,0.0,0.14,27.7,0.32,5.3
VEGETABLES,"VEGETABLES,MXD,CND,SOL&LIQUIDS",0,0.0,0.077,3.8,0.0,0.0
VEGETABLES,"VEGETABLES,MXD,CND,DRND SOL",583,0.0,0.079,5.0,0.29,18.2
VEGETABLES,"VEGETABLES,MXD,FRZ,UNPREP",254,0.0,0.096,10.4,0.0,0.0
VEGETABLES,"VEGETABLES,MXD,FRZ,CKD,BLD,DRND,WO/SALT",214,0.0,0.074,3.2,0.38,23.5
VINESPINACH,"VINESPINACH,(BASELLA),RAW",400,0.0,0.24,102.0,0.0,0.0
WATERCHESTNUTS,"WATERCHESTNUTS,CHINESE,(MATAI),RAW",0,0.0,0.328,4.0,1.2,0.3
WATERCHESTNUTS,"WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS",0,0.0,0.159,1.3,0.5,0.2
WATERCRESS,"WATERCRESS,RAW",160,0.0,0.129,43.0,1.0,250.0
WAXGOURD,"WAXGOURD,(CHINESE PRESERVING MELON),RAW",0,0.0,0.035,13.0,0.0,0.0
WAXGOURD,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT",0,0.0,0.032,10.5,0.08,2.8
WINGED BNS,"WINGED BNS,IMMAT SEEDS,RAW",6,0.0,0.113,18.3,0.0,0.0
WINGED BNS,"WINGED BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",4,0.0,0.082,9.8,0.0,0.0
WINGED BEAN LEAVES,"WINGED BEAN LEAVES,RAW",405,0.0,0.232,45.0,0.0,0.0
WINGED BEAN TUBER,"WINGED BEAN TUBER,RAW",0,0.0,0.075,0.0,0.0,0.0
YAM,"YAM,RAW",7,0.0,0.293,17.1,0.35,2.3
YAM,"YAM,CKD,BLD,DRND,OR BKD,WO/SALT",6,0.0,0.228,12.1,0.34,2.3
YAMBEAN (JICAMA),"YAMBEAN (JICAMA),RAW",1,0.0,0.042,20.2,0.46,0.3
YAMBEAN (JICAMA),"YAMBEAN (JICAMA),CKD,BLD,DRND,WO/SALT",1,0.0,0.04,14.1,0.0,0.0
BEETS,"BEETS,HARVARD,CND,SOL&LIQUIDS",1,0.0,0.055,2.4,0.0,0.0
BEETS,"BEETS,PICKLED,CND,SOL&LIQUIDS",1,0.0,0.05,2.3,0.0,0.0
BORAGE,"BORAGE,RAW",210,0.0,0.084,35.0,0.0,0.0
BORAGE,"BORAGE,CKD,BLD,DRND,WO/SALT",219,0.0,0.088,32.5,0.0,0.0
CHIVES,"CHIVES,FREEZE-DRIED",3415,0.0,1.996,660.0,0.0,0.0
DOCK,"DOCK,RAW",200,0.0,0.122,48.0,0.0,0.0
DOCK,"DOCK,CKD,BLD,DRND,WO/SALT",174,0.0,0.1,26.3,0.0,0.0
EPPAW,"EPPAW,RAW",0,0.0,0.176,13.0,0.0,0.0
HORSERADISH-TREE,"HORSERADISH-TREE,PODS,RAW",4,0.0,0.12,141.0,0.0,0.0
HORSERADISH-TREE,"HORSERADISH-TREE,PODS,CKD,BLD,DRND,WO/SALT",4,0.0,0.112,97.0,0.0,0.0
KALE,"KALE,SCOTCH,RAW",155,0.0,0.227,130.0,0.0,0.0
KALE,"KALE,SCOTCH,CKD,BLD,DRND,WO/SALT",100,0.0,0.139,52.8,0.0,0.0
LEEKS,"LEEKS,(BULB&LOWER-LEAF PORTION),FREEZE-DRIED",14,0.0,1.209,118.0,0.0,0.0
PARSLEY,"PARSLEY,FREEZE-DRIED",0,0.0,1.375,149.0,0.0,0.0
BEANS,"BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL",0,0.0,0.032,0.3,0.04,13.4
PEPPERS,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS",85,0.0,0.19,10.0,0.69,12.9
PEPPERS,"PEPPERS,SWT,GRN,FREEZE-DRIED",282,0.0,2.223,1900.0,4.0,118.6
RADISHES,"RADISHES,WHITE ICICLE,RAW",0,0.0,0.075,29.0,0.0,0.0
SHALLOTS,"SHALLOTS,FREEZE-DRIED",2805,0.0,1.675,39.0,0.0,0.0
SQUASH,"SQUASH,SMMR,ALL VAR,RAW",10,0.0,0.218,17.0,0.12,3.0
SQUASH,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO/SALT",11,0.0,0.065,5.5,0.14,3.5
SQUASH,"SQUASH,WNTR,ALL VAR,RAW",68,0.0,0.156,12.3,0.12,1.1
SQUASH,"SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT",261,0.0,0.161,9.6,0.12,4.4
SWEET POTATO,"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS",377,0.0,0.051,10.5,0.94,2.1
SWEET POTATO,"SWEET POTATO,CND,SYRUP PK,DRND SOL",458,0.0,0.062,10.8,1.15,2.6
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,SPANISH STYLE",49,0.0,0.177,8.6,0.0,0.0
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW",0,0.0,0.171,21.7,0.0,0.0
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",0,0.0,0.054,6.1,0.0,0.0
CARROT JUICE,"CARROT JUICE,CANNED",956,0.0,0.217,8.5,1.16,15.5
CORN PUDD,"CORN PUDD,HOME PREP",56,0.27,0.136,3.7,0.12,0.5
POTATOES,"POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED",4,0.07,0.232,6.2,0.02,1.8
No Category,SPINACH SOUFFLE,239,0.39,0.098,7.3,0.93,126.5
SWEET POTATO,"SWEET POTATO,CKD,CANDIED,HOME-PREPARED",0,0.0,0.041,6.7,0.0,0.0
TOMATOES,"TOMATOES,RED,RIPE,CKD,STWD",33,0.0,0.086,18.2,0.0,0.0
SEAWEED,"SEAWEED,AGAR,DRIED",0,0.0,0.303,0.0,5.0,24.4
SEAWEED,"SEAWEED,SPIRULINA,RAW",3,0.0,0.034,0.9,0.0,0.0
SEAWEED,"SEAWEED,SPIRULINA,DRIED",29,0.0,0.364,10.1,5.0,25.5
SEAWEED,"SEAWEED,WAKAME,RAW",18,0.0,0.002,3.0,1.0,5.3
PEPPERS,"PEPPERS,HOT CHILI,GRN,RAW",59,0.0,0.278,242.5,0.69,14.3
POTATOES,"POTATOES,O'BRIEN,HOME-PREPARED",0,0.0,0.213,16.7,0.0,0.0
No Category,POTATO PANCAKES,32,0.29,0.451,27.5,0.23,2.7
POTATO,"POTATO,BKD,FLESH & SKN,WO/ SALT",1,0.0,0.311,9.6,0.04,2.0
POTATOES,"POTATOES,MICROWAVED,CKD IN SKN,FLESH&SKN,WO/SALT",0,0.0,0.344,15.1,0.0,0.0
RADISH SEEDS,"RADISH SEEDS,SPROUTED,RAW",20,0.0,0.285,28.9,0.0,0.0
SHALLOTS,"SHALLOTS,RAW",60,0.0,0.345,8.0,0.0,0.0
CARROT,"CARROT,DEHYDRATED",3423,0.0,1.04,14.6,5.45,108.0
TOMATOES,"TOMATOES,CRUSHED,CANNED",35,0.0,0.15,9.2,0.0,0.0
TOMATOES,"TOMATOES,ORANGE,RAW",75,0.0,0.06,16.0,0.0,0.0
TOMATOES,"TOMATOES,YELLOW,RAW",0,0.0,0.056,9.0,0.0,0.0
ARROWROOT,"ARROWROOT,RAW",1,0.0,0.266,1.9,0.0,0.0
CHRYSANTHEMUM LEAVES,"CHRYSANTHEMUM LEAVES,RAW",94,0.0,0.176,1.4,0.0,0.0
AMARANTH LEAVES,"AMARANTH LEAVES,CKD,BLD,DRND,W/SALT",139,0.0,0.177,41.1,0.0,0.0
ARROWHEAD,"ARROWHEAD,CKD,BLD,DRND,W/SALT",0,0.0,0.206,0.3,0.0,0.0
ARTICHOKES,"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,W/SALT",1,0.0,0.081,7.4,0.19,14.8
ARTICHOKES,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT",1,0.0,0.087,5.0,0.16,12.6
ASPARAGUS,"ASPARAGUS,CKD,BLD,DRND,W/SALT",50,0.0,0.079,7.7,1.5,50.6
ASPARAGUS,"ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",39,0.0,0.098,16.5,0.29,39.0
ASPARAGUS,"ASPARAGUS,FRZ,CKD,BLD,DRND,W/SALT",40,0.0,0.02,24.4,1.2,80.0
BALSAM-PEAR (BITTER GOURD),"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,W/SALT",121,0.0,0.76,55.6,1.45,163.1
BALSAM-PEAR (BITTER GOURD),"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT",6,0.0,0.041,33.0,0.14,4.8
BAMBOO SHOOTS,"BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT",0,0.0,0.098,0.0,0.0,0.0
BEANS,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",0,0.0,0.093,35.6,0.0,0.0
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",19,0.0,0.193,10.1,0.14,6.2
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS",8,0.0,0.062,8.7,0.29,3.6
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W/SALT",8,0.0,0.115,5.8,0.64,5.2
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT",10,0.0,0.122,12.8,0.29,0.0
MUNG BNS,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",1,0.0,0.054,11.4,0.07,22.7
BEANS,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",0,0.0,0.198,17.3,0.0,0.0
BEANS,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",0,0.0,0.194,0.7,0.0,0.0
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",0,0.0,0.054,6.1,0.0,0.0
BEANS,"BEANS,SNAP,YELLOW,RAW",5,0.0,0.074,16.3,0.0,0.0
BEANS,"BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT",35,0.0,0.056,9.7,0.45,16.0
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT",4,0.0,0.056,9.7,0.45,16.0
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,W/SALT",4,0.0,0.056,9.7,0.45,16.0
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS",16,0.0,0.03,3.4,0.14,0.0
BEANS,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",3,0.0,0.03,3.4,0.0,0.0
BEANS,"BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS",3,0.0,0.03,4.0,0.0,0.0
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",18,0.0,0.037,4.8,0.03,38.8
BEANS,"BEANS,SNAP,YEL,FRZ,ALL STYLES,UNPREP",6,0.0,0.042,12.9,0.0,0.0
BEANS,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W/SALT",28,0.0,0.06,4.1,0.04,12.7
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,WO/SALT",6,0.0,0.06,4.1,0.04,12.7
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT",6,0.0,0.06,4.1,0.04,12.7
BEETS,"BEETS,CKD,BOILED. DRND,W/SALT",2,0.0,0.067,3.6,0.04,0.2
BEETS,"BEETS,CND,NO SALT,SOL&LIQUIDS",1,0.0,0.055,2.8,0.03,0.1
BEET GRNS,"BEET GRNS,CKD,BLD,DRND,W/SALT",383,0.0,0.132,24.9,1.81,484.0
BORAGE,"BORAGE,CKD,BLD,DRND,W/SALT",219,0.0,0.088,32.5,0.0,0.0
BROADBEANS,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",14,0.0,0.029,19.8,0.0,0.0
BROCCOLI,"BROCCOLI,LEAVES,RAW",800,0.0,0.159,93.2,0.0,0.0
BROCCOLI,"BROCCOLI,FLOWER CLUSTERS,RAW",150,0.0,0.159,93.2,0.0,0.0
BROCCOLI,"BROCCOLI,STALKS,RAW",20,0.0,0.159,93.2,0.0,0.0
BROCCOLI,"BROCCOLI,CKD,BLD,DRND,W/SALT",77,0.0,0.2,64.9,1.45,141.1
BROCCOLI,"BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",51,0.0,0.13,40.1,1.32,88.1
BROCCOLI,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT",56,0.0,0.13,40.1,1.32,99.5
BRUSSELS SPROUTS,"BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT",39,0.0,0.178,62.0,0.43,140.3
BRUSSELS SPROUTS,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W/SALT",46,0.0,0.289,45.7,0.51,193.5
BURDOCK ROOT,"BURDOCK ROOT,CKD,BLD,DRND,W/SALT",0,0.0,0.279,2.6,0.46,2.0
BUTTERBUR,"BUTTERBUR,CKD,BLD,DRND,W/SALT",1,0.0,0.052,18.9,0.0,0.0
CABBAGE,"CABBAGE,COMMON,FRESHLY HARVEST,RAW",6,0.0,0.095,51.0,0.0,0.0
CABBAGE,"CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW",6,0.0,0.095,42.0,0.0,0.0
CABBAGE,"CABBAGE,COMMON,CKD,BLD,DRND,W/SALT",4,0.0,0.112,37.5,0.14,108.7
CABBAGE,"CABBAGE,RED,CKD,BLD,DRND,W/SALT",2,0.0,0.225,10.8,0.12,47.6
CABBAGE,"CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT",44,0.0,0.152,17.0,0.0,0.0
CABBAGE,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT",212,0.0,0.166,26.0,0.09,34.0
CABBAGE,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT",48,0.0,0.177,15.8,0.0,0.0
CARDOON,"CARDOON,CKD,BLD,DRND,W/SALT",0,0.0,0.042,1.7,0.0,0.0
CARROTS,"CARROTS,CKD,BLD,DRND,W/SALT",852,0.0,0.153,3.6,1.03,13.7
CARROTS,"CARROTS,CND,NO SALT,SOL&LIQUIDS",558,0.0,0.112,2.0,0.73,9.8
CARROTS,"CARROTS,CND,NO SALT ,DRND SOL",558,0.0,0.112,2.7,0.74,9.8
CARROTS,"CARROTS,FRZ,CKD,BLD,DRND,W/SALT",846,0.0,0.084,2.3,1.01,13.6
CAULIFLOWER,"CAULIFLOWER,CKD,BLD,DRND,W/SALT",1,0.0,0.173,44.3,0.07,13.8
CAULIFLOWER,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT",0,0.0,0.088,31.3,0.06,11.9
CELERIAC,"CELERIAC,CKD,BLD,DRND,W/SALT",0,0.0,0.101,3.6,0.0,0.0
CELERY,"CELERY,CKD,BLD,DRND,W/SALT",26,0.0,0.086,6.1,0.35,37.8
CHARD,"CHARD,SWISS,CKD,BLD,DRND,W/SALT",306,0.0,0.085,18.0,1.89,327.3
CHAYOTE,"CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT",2,0.0,0.118,8.0,0.0,0.0
CHRYSANTHEMUM,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT",129,0.0,0.118,23.9,2.5,142.7
COLLARDS,"COLLARDS,CKD,BLD,DRND,W/SALT",406,0.0,0.128,18.2,0.88,440.0
COLLARDS,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",575,0.0,0.114,26.4,1.25,623.2
CORN,"CORN,SWT,YEL,CKD,BLD,DRND,W/SALT",13,0.0,0.06,6.2,0.09,0.4
CORN,"CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS",3,0.0,0.037,5.5,0.03,0.0
CORN,"CORN,SWT,YEL,CND,CRM STYLE,NO SALT",4,0.0,0.063,4.6,0.07,0.0
CORN,"CORN,SWT,YEL,CND,VACUUM PK,NO SALT",4,0.0,0.055,8.1,0.04,0.0
CORN,"CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT",10,0.0,0.099,3.5,0.07,0.3
CORN,"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",12,0.0,0.224,4.8,0.08,0.4
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/SALT",40,0.0,0.065,2.2,0.22,0.0
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",4,0.0,0.095,2.6,0.3,36.8
COWPEAS,"COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,W/SALT",70,0.0,0.123,17.0,0.0,0.0
COWPEAS,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT",29,0.0,0.135,18.4,0.0,0.0
CRESS,"CRESS,GARDEN,CKD,BLD,DRND,W/SALT",232,0.0,0.157,23.0,0.5,383.4
DANDELION GRNS,"DANDELION GRNS,CKD,BLD,DRND,W/SALT",727,0.0,0.16,18.0,0.6,358.9
EGGPLANT,"EGGPLANT,CKD,BLD,DRND,W/SALT",2,0.0,0.086,1.3,0.41,2.9
GOURD,"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT",0,0.0,0.038,8.5,0.0,0.0
GOURD,"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT",0,0.0,0.099,5.7,0.0,0.0
HORSERADISH-TREE,"HORSERADISH-TREE,LEAFY TIPS,CKD,BLD,DRND,W/SALT",351,0.0,0.929,31.0,0.1,108.0
HORSERADISH-TREE,"HORSERADISH-TREE,PODS,CKD,BLD,DRND,W/SALT",4,0.0,0.112,97.0,0.0,0.0
HYACINTH-BEANS,"HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",7,0.0,0.023,5.1,0.0,0.0
JUTE,"JUTE,POTHERB,CKD,BLD,DRND,W/SALT",259,0.0,0.57,33.0,0.07,108.0
KALE,"KALE,CKD,BLD,DRND,W/SALT",681,0.0,0.138,41.0,0.85,0.0
KALE,"KALE,FRZ,CKD,BLD,DRND,W/SALT",735,0.0,0.086,25.2,0.92,882.0
KALE,"KALE,SCOTCH,CKD,BLD,DRND,W/SALT",100,0.0,0.139,52.8,0.0,0.0
KOHLRABI,"KOHLRABI,CKD,BLD,DRND,W/SALT",2,0.0,0.154,54.0,0.52,0.1
LAMBS QUARTERS,"LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",391,0.0,0.174,37.0,0.0,494.2
